name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Heather Lucas,F,544504775,2001-07-30,Sophomore,School of Management and Labor Relations,0,1,['MH' 'RA' 'JS'],Apartment,1,1,1,8000-11000,10000,[]
Jordan Payne,M,295549905,2003-12-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'AH' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Peter Williams,M,435780561,2002-05-07,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'CS' 'WS'],Apartment,1,1,1,4000-6000,5000,[]
Michelle Griffin,F,381959125,2005-10-26,Freshman,School of Engineering,0,0,['BS' 'WS' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Dana Wallace,F,389831640,2001-10-27,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Edward Cobb,M,524016602,2003-07-05,Freshman,School of Arts and Sciences,0,0,['WS' 'MS' 'NCA'],Apartment,1,1,1,6000-8000,8000,[]
Zachary Jones,M,862411739,2000-10-16,Senior,School of Arts and Sciences,0,1,['MRS' 'MS' 'AH'],Suite,1,1,1,4000-6000,5000,[]
David Day,M,386448348,2002-02-22,Freshman,School of Arts and Sciences,0,0,['TS' 'RA' 'JS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Allison Lopez,F,764697570,2001-03-24,Junior,School of Arts and Sciences,0,1,['WS' 'TS' 'RA'],Apartment,1,1,1,6000-8000,7000,[]
David Thomas,M,409025507,2006-07-05,Junior,Rutgers Business School–Newark and New Brunswick,1,0,['MZH' 'BH' 'RA'],Apartment,1,0,1,6000-8000,8000,[]
Kelly Brown,F,476126178,2003-11-09,Sophomore,School of Arts and Sciences,0,0,['RA' 'WS' 'MZH'],Suite,1,1,0,6000-8000,8000,[]
Christopher Carlson,M,196230117,2003-09-10,Freshman,Mason Gross School of the Arts,0,0,['TS' 'NCA' 'CS'],Suite,1,1,1,4000-6000,6000,[]
Dustin Hendrix,M,247372775,2002-04-18,Freshman,School of Management and Labor Relations,0,0,['CS' 'TS' 'SA'],Apartment,1,1,1,4000-6000,6000,[]
Tyler Bennett,M,108010472,2004-09-28,Freshman,School of Social Work,0,0,['MZH' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Robert Sims,M,492461034,2002-05-06,Senior,School of Arts and Sciences,0,1,['TS' 'NCA' 'MS'],Apartment,1,1,1,6000-8000,7000,[]
Philip Alvarez,M,505658347,2003-05-04,Sophomore,School of Communication and Information,0,1,['TS' 'SA' 'BH'],Traditional Residence Hall,1,0,1,4000-6000,5000,[]
Debra Brown,F,221166572,2003-02-27,Freshman,School of Communication and Information,0,0,['WS' 'MH' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Ricardo Allen,M,646077420,2003-09-13,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'RA'],Apartment,1,1,1,4000-6000,5000,[]
Jerome Anderson,M,921631731,2005-01-14,Freshman,School of Communication and Information,0,1,['MH' 'CS' 'BS'],Apartment,1,1,1,8000-11000,10000,[]
Clifford Cunningham,M,899750906,2002-01-30,Senior,School of Arts and Sciences,0,0,['SA' 'AH' 'BH'],Suite,1,1,1,4000-6000,6000,[]
Emma Jones,F,797383675,2000-11-08,Sophomore,School of Arts and Sciences,0,0,['SA' 'CS' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Anthony Thomas,M,800947195,2005-12-01,Freshman,School of Arts and Sciences,0,0,['AH' 'MH' 'WS'],Suite,1,1,1,4000-6000,6000,[]
Lisa Cain,F,708230148,2006-01-01,Sophomore,School of Arts and Sciences,0,0,['BS' 'TS' 'SA'],Suite,1,1,1,4000-6000,6000,[]
William Martinez,M,997768197,2001-10-18,Freshman,School of Engineering,0,0,['SA' 'WS' 'CS'],Suite,1,1,1,8000-11000,11000,[]
David Johnson,M,658201606,2002-02-24,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'BS' 'RA'],Suite,1,1,1,4000-6000,6000,[]
David Houston,M,418741253,2003-01-26,Freshman,School of Arts and Sciences,0,1,['MH' 'BH' 'SA'],Suite,1,1,1,6000-8000,7000,[]
Jonathan Medina,M,553155592,2004-10-14,Junior,School of Arts and Sciences,0,0,['NCA' 'AH' 'RA'],Suite,1,1,1,4000-6000,6000,[]
Michael Green,M,262650889,2005-10-19,Freshman,School of Social Work,0,0,['MS' 'BS' 'JS'],Suite,1,0,1,4000-6000,6000,[]
Daniel Murphy,M,930782216,2004-01-15,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Suite,1,1,1,6000-8000,8000,[]
Kenneth Joseph,M,857881609,2003-10-27,Junior,School of Arts and Sciences,0,1,['BS' 'MS' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Patricia Perez,F,659291144,2006-01-17,Sophomore,School of Arts and Sciences,0,0,['BH' 'RA' 'JS'],Suite,1,1,1,4000-6000,6000,[]
Susan Orr,F,191028235,2005-01-22,Freshman,School of Arts and Sciences,0,0,['MH' 'SA' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Cindy Vance,F,784595982,2002-05-08,Sophomore,School of Arts and Sciences,0,0,['JS' 'AH' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Joseph Smith,M,813743119,2005-09-26,Sophomore,Mason Gross School of the Arts,1,0,['SA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Dr. Adam Robinson,M,862329871,2004-09-20,Freshman,School of Arts and Sciences,0,1,['CS' 'RA' 'WS'],Apartment,1,1,1,8000-11000,10000,[]
Mrs. Amanda Hancock,F,418028562,2004-01-08,Sophomore,School of Arts and Sciences,0,1,['MRS' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,10000,[]
Charles Simmons,M,312867859,2005-09-10,Junior,School of Engineering,0,0,['MH' 'SA' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Isaac Jenkins,M,154713109,2002-10-06,Junior,School of Engineering,0,0,['BS' 'MH' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Levi Chung,M,734657557,2003-09-24,Senior,School of Arts and Sciences,0,1,['AH' 'SA' 'JS'],Apartment,1,1,0,8000-11000,10000,[]
Ms. Lisa Stokes DDS,F,777460761,2001-01-22,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'WS' 'BH'],Suite,1,0,1,8000-11000,11000,[]
Karen Edwards,F,752999453,2003-03-16,Sophomore,School of Arts and Sciences,0,0,['AH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
Jose Baker,M,670440478,2005-11-15,Freshman,Mason Gross School of the Arts,0,0,['TS' 'SA' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Amanda Saunders,F,512523295,2003-04-19,Junior,School of Arts and Sciences,0,1,['CS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,5000,[]
Lisa Stone,F,151469087,2004-04-11,Sophomore,School of Communication and Information,0,0,['MZH' 'NCA' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Johnny Schneider,M,708533281,2003-10-19,Sophomore,School of Communication and Information,0,0,['BS' 'SA' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Stephanie King,F,741710882,2005-10-10,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'TS'],Apartment,1,1,1,6000-8000,8000,[]
Benjamin Trevino,M,497392675,2006-01-12,Freshman,School of Communication and Information,0,0,['BH' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Steve Lewis,M,551058467,2006-07-09,Junior,School of Arts and Sciences,0,0,['RA' 'TS' 'MH'],Traditional Residence Hall,1,0,1,6000-8000,8000,[]
Alexander Campbell,M,615840805,2003-07-03,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'AH' 'MH'],Apartment,1,1,1,8000-11000,11000,[]
Rebecca Thomas,F,948575270,2001-06-18,Freshman,School of Arts and Sciences,0,0,['JS' 'AH' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Alisha Gilbert,F,192216101,2000-10-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Allison Wong,F,101841961,2002-07-26,Sophomore,School of Communication and Information,0,0,['JS' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Cheryl Nelson,F,147668010,2002-10-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'BS' 'JS'],Apartment,1,1,0,4000-6000,6000,[]
Cynthia Gray,F,582007851,2002-01-23,Sophomore,School of Communication and Information,0,0,['JS' 'TS' 'CS'],Apartment,1,1,1,6000-8000,8000,[]
Jacqueline Chung,F,806083626,2002-12-25,Junior,School of Arts and Sciences,0,0,['TS' 'RA' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
Susan Gutierrez,F,460823597,2003-05-19,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'MS' 'WS'],Apartment,1,1,1,4000-6000,5000,[]
Shelley Patel,F,331283502,2000-10-13,Freshman,School of Social Work,0,0,['BS' 'MZH' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Lauren Lee,F,103193646,2001-04-23,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'BS' 'NCA'],Suite,1,1,1,6000-8000,7000,[]
Jane Short,F,237083698,2003-05-16,Sophomore,School of Communication and Information,0,1,['MRS' 'MZH' 'SA'],Suite,1,1,0,6000-8000,7000,[]
Michael Sloan,M,782744629,2003-03-13,Senior,School of Engineering,0,0,['RA' 'TS' 'SA'],Apartment,1,1,0,6000-8000,8000,[]
Lauren Hernandez,F,133438517,2002-04-10,Sophomore,School of Arts and Sciences,0,0,['TS' 'WS' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Veronica Brown,F,746511415,2003-11-09,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'MRS' 'MS'],Suite,1,1,1,8000-11000,10000,[]
Jasmine Chavez,F,649788472,2006-08-18,Sophomore,School of Arts and Sciences,0,0,['JS' 'CS' 'RA'],Suite,1,1,1,8000-11000,11000,[]
Lee Harris,M,154672185,2002-01-12,Sophomore,School of Arts and Sciences,0,0,['JS' 'BS' 'RA'],Apartment,1,0,1,8000-11000,11000,[]
Amber Manning,F,730225720,2004-10-09,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'TS' 'BS'],Suite,1,1,1,6000-8000,8000,[]
Gerald Herman,M,347544635,2004-06-08,Freshman,School of Communication and Information,0,0,['MRS' 'BS' 'TS'],Traditional Residence Hall,1,0,1,4000-6000,6000,[]
Elizabeth Duffy,F,570301500,2000-11-29,Freshman,School of Arts and Sciences,0,0,['JS' 'MRS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Morgan Dean,F,769113150,2005-07-03,Freshman,School of Arts and Sciences,0,0,['BS' 'MRS' 'RA'],Apartment,1,1,1,8000-11000,11000,[]
Yvette Mckinney,F,897137728,2004-04-27,Freshman,School of Communication and Information,0,1,['NCA' 'TS' 'MRS'],Suite,1,0,1,8000-11000,10000,[]
Tracy Smith,F,721009729,2003-11-11,Sophomore,Mason Gross School of the Arts,0,0,['CS' 'SA' 'TS'],Suite,1,1,1,4000-6000,6000,[]
Wesley Madden,M,196377666,2001-01-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['CS' 'JS' 'WS'],Apartment,1,1,1,4000-6000,6000,[]
Jose Espinoza,M,368213059,2005-01-20,Sophomore,School of Communication and Information,0,1,['SA' 'RA' 'CS'],Suite,1,1,1,8000-11000,10000,[]
Paul Webb,M,665091151,2004-06-24,Senior,School of Management and Labor Relations,0,1,['NCA' 'BS' 'CS'],Suite,1,1,1,4000-6000,5000,[]
Donald Marshall,M,330374224,2000-12-15,Junior,School of Communication and Information,0,1,['CS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Rachael Jones,F,423468113,2002-05-13,Freshman,School of Arts and Sciences,1,1,['NCA' 'BS' 'AH'],Apartment,1,1,1,4000-6000,5000,[]
Robert Hooper,M,567221330,2002-04-12,Junior,School of Arts and Sciences,0,1,['JS' 'MS' 'RA'],Apartment,1,1,1,4000-6000,5000,[]
Jeffrey Patrick,M,510909523,2005-11-28,Senior,School of Arts and Sciences,0,1,['MS' 'NCA' 'RA'],Suite,1,0,1,4000-6000,5000,[]
Gregory Moore,M,966474834,2006-10-06,Freshman,School of Communication and Information,0,1,['CS' 'BS' 'BH'],Traditional Residence Hall,1,1,0,4000-6000,5000,[]
Kristen Carter,F,515898453,2000-11-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['WS' 'SA' 'MZH'],Suite,1,1,1,6000-8000,7000,[]
Michael Pope,M,749018198,2002-05-02,Junior,School of Arts and Sciences,0,1,['AH' 'MH' 'SA'],Apartment,1,0,1,4000-6000,5000,[]
Laura Reed,F,385072215,2004-07-12,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'AH' 'RA'],Suite,1,1,1,4000-6000,5000,[]
Maria Vargas,F,659020887,2003-08-03,Freshman,School of Arts and Sciences,0,1,['RA' 'TS' 'NCA'],Suite,1,1,1,8000-11000,10000,[]
Victoria Benson,F,551984217,2002-05-07,Freshman,Mason Gross School of the Arts,1,1,['MH' 'SA' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Rebecca Young,F,287128666,2005-02-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'BS' 'MZH'],Suite,1,1,1,4000-6000,6000,[]
Kelly Ward,F,340917332,2004-11-07,Sophomore,School of Environmental and Biological Sciences,0,0,['BH' 'RA' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Christopher Blake,M,202652764,2002-10-03,Freshman,School of Communication and Information,0,0,['JS' 'MH' 'WS'],Suite,1,0,1,4000-6000,6000,[]
Alicia Steele,F,108526688,2001-09-01,Freshman,School of Social Work,0,0,['SA' 'MRS' 'RA'],Apartment,1,1,1,6000-8000,8000,[]
Mark Adams,M,818519137,2005-10-13,Freshman,School of Arts and Sciences,0,1,['CS' 'BH' 'SA'],Apartment,1,1,1,4000-6000,5000,[]
Kathleen Reilly,F,604322916,2001-01-11,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'AH'],Apartment,1,1,0,4000-6000,6000,[]
Emily Gonzalez,F,109780068,2005-07-06,Freshman,School of Environmental and Biological Sciences,0,0,['AH' 'MH' 'TS'],Suite,1,1,1,8000-11000,11000,[]
Jeffrey Farmer MD,M,938024039,2001-05-07,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'TS' 'MH'],Apartment,1,1,1,8000-11000,11000,[]
Heather Hunter,F,638704747,2005-04-17,Sophomore,School of Arts and Sciences,0,0,['CS' 'MS' 'MRS'],Apartment,1,1,0,8000-11000,11000,[]
Stacie Wallace,F,433101934,2006-05-30,Senior,School of Arts and Sciences,0,0,['JS' 'WS' 'NCA'],Apartment,1,1,0,8000-11000,11000,[]
Edward Chandler,M,856120431,2003-11-20,Sophomore,School of Arts and Sciences,0,0,['CS' 'MS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Sonia Rodriguez,F,336125039,2005-03-21,Freshman,School of Arts and Sciences,0,1,['BH' 'JS' 'MH'],Suite,1,1,0,4000-6000,5000,[]
Madison Hoffman,F,767401073,2001-12-24,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'NCA' 'BH'],Apartment,1,1,1,4000-6000,6000,[]
Benjamin Moses,M,724221042,2005-11-04,Senior,Mason Gross School of the Arts,0,0,['SA' 'WS' 'MS'],Apartment,1,1,1,4000-6000,6000,[]
Brenda Brewer,F,500079728,2006-08-11,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Caitlin Williams,F,339139700,2003-10-30,Junior,School of Management and Labor Relations,0,0,['BH' 'BS' 'NCA'],Apartment,1,1,1,6000-8000,8000,[]
Brandon Downs,M,673954935,2003-08-28,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'WS' 'NCA'],Apartment,1,1,1,4000-6000,6000,[]
Ashley Reynolds,F,481393784,2003-03-07,Freshman,School of Arts and Sciences,1,0,['RA' 'SA' 'MRS'],Apartment,1,1,1,8000-11000,11000,[]
Andrew Mann,M,758013049,2006-04-02,Junior,School of Arts and Sciences,0,0,['MZH' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Renee Parsons,F,801119354,2003-09-19,Sophomore,School of Arts and Sciences,1,0,['BS' 'MRS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Timothy Hays,M,799308923,2002-01-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'MRS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Angela Page,F,892591227,2003-02-14,Junior,School of Engineering,0,0,['JS' 'MS' 'MRS'],Apartment,1,1,0,8000-11000,11000,[]
Jill Ali,F,271588479,2005-08-03,Freshman,School of Communication and Information,1,0,['MZH' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
James Pratt,M,829578367,2002-10-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['CS' 'BS' 'AH'],Suite,1,1,1,4000-6000,5000,[]
Angela Tyler,F,156392577,2003-01-22,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'NCA' 'JS'],Apartment,1,1,1,4000-6000,6000,[]
Michele Moore,F,730487937,2004-08-07,Sophomore,School of Engineering,0,0,['TS' 'SA' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Michael Young,M,962272387,2002-01-06,Junior,School of Arts and Sciences,0,0,['SA' 'RA' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Ernest Hood,M,940760197,2003-05-18,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'NCA' 'CS'],Suite,1,1,1,8000-11000,10000,[]
Christopher Simon,M,327875718,2006-07-07,Freshman,School of Arts and Sciences,0,0,['CS' 'BS' 'JS'],Suite,1,1,1,4000-6000,6000,[]
Tara Robertson,F,693304457,2005-03-08,Junior,School of Environmental and Biological Sciences,0,0,['JS' 'MS' 'AH'],Apartment,1,1,1,6000-8000,8000,[]
John Hughes,M,542399626,2004-06-03,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'SA' 'MH'],Suite,1,1,1,4000-6000,5000,[]
Katherine Hill,F,745077899,2001-09-28,Sophomore,School of Arts and Sciences,0,1,['BS' 'CS' 'MS'],Apartment,1,1,1,4000-6000,5000,[]
Sean King,M,894508172,2001-05-16,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Melissa Thomas,F,967597197,2004-12-11,Freshman,School of Environmental and Biological Sciences,0,0,['TS' 'JS' 'AH'],Apartment,1,1,1,4000-6000,6000,[]
Howard Fowler,M,269261966,2005-05-15,Sophomore,School of Communication and Information,0,1,['RA' 'SA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
James Oliver,M,218545295,2005-01-09,Freshman,School of Arts and Sciences,0,0,['SA' 'JS' 'NCA'],Apartment,1,1,1,4000-6000,6000,[]
Jamie Fitzgerald,F,953326730,2004-07-29,Sophomore,School of Arts and Sciences,0,0,['MH' 'SA' 'RA'],Apartment,1,1,1,8000-11000,11000,[]
Benjamin Long,M,308247697,2001-05-12,Freshman,School of Arts and Sciences,0,0,['TS' 'CS' 'MZH'],Suite,1,0,1,6000-8000,8000,[]
Joe Smith,M,165461139,2004-03-19,Senior,School of Arts and Sciences,0,0,['MS' 'TS' 'CS'],Suite,1,1,1,8000-11000,11000,[]
Michael Martin,M,770473111,2005-10-29,Freshman,School of Arts and Sciences,0,0,['WS' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Casey Jackson,M,973946007,2001-01-29,Sophomore,School of Arts and Sciences,0,0,['MZH' 'NCA' 'AH'],Suite,1,0,1,6000-8000,8000,[]
Vanessa Hudson,F,839433368,2003-12-14,Freshman,School of Arts and Sciences,0,1,['JS' 'MRS' 'RA'],Apartment,1,1,1,4000-6000,5000,[]
Andrea Huerta,F,663886999,2005-03-07,Sophomore,School of Arts and Sciences,0,0,['BH' 'BS' 'SA'],Apartment,1,0,1,6000-8000,8000,[]
William Houston,M,823639202,2004-05-24,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MZH' 'SA' 'BS'],Apartment,1,1,1,8000-11000,10000,[]
Charles Butler,M,266460328,2006-09-21,Sophomore,School of Arts and Sciences,0,0,['MS' 'JS' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Tracy Gregory,F,683408555,2006-03-28,Freshman,School of Arts and Sciences,0,0,['NCA' 'JS' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Thomas Ross,M,616176811,2001-04-22,Junior,School of Arts and Sciences,0,0,['SA' 'MH' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Pamela Bullock,F,346348719,2002-01-08,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Michael Davis,M,771169456,2001-07-21,Freshman,School of Arts and Sciences,0,0,['CS' 'MS' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Luis Hayden,M,108805297,2003-04-04,Sophomore,School of Arts and Sciences,0,0,['MS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
David Jones,M,705076402,2002-01-26,Sophomore,School of Arts and Sciences,0,0,['RA' 'NCA' 'SA'],Suite,1,0,1,4000-6000,6000,[]
Joshua Johnson,M,595565749,2006-02-26,Sophomore,School of Arts and Sciences,0,0,['SA' 'AH' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Ronald Thornton,M,130260151,2005-11-03,Freshman,School of Arts and Sciences,1,0,['BS' 'RA' 'BH'],Suite,1,1,1,4000-6000,6000,[]
Jennifer Conway,F,546045113,2002-05-16,Sophomore,School of Arts and Sciences,0,0,['MH' 'MS' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Joshua Carr,M,225959098,2004-09-24,Junior,School of Arts and Sciences,0,1,['CS' 'BS' 'MS'],Suite,1,0,1,4000-6000,5000,[]
Kevin Martinez,M,626310332,2002-11-03,Freshman,Mason Gross School of the Arts,0,0,['JS' 'MZH' 'SA'],Apartment,1,1,1,6000-8000,8000,[]
Ruth Cole,F,269982909,2006-06-29,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'CS'],Suite,1,1,1,4000-6000,6000,[]
David Caldwell,M,666393791,2003-07-20,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['MS' 'CS' 'RA'],Apartment,1,1,1,8000-11000,11000,[]
Robert Berry,M,722001088,2005-05-03,Senior,School of Communication and Information,0,0,['MZH' 'MH' 'MRS'],Suite,1,1,1,4000-6000,6000,[]
Corey Miller,M,484375746,2000-12-28,Freshman,School of Engineering,0,0,['JS' 'MS' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Christopher Patterson,M,181869762,2006-02-03,Sophomore,Mason Gross School of the Arts,0,0,['AH' 'NCA' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Sharon Haas,F,375676101,2004-01-15,Sophomore,School of Arts and Sciences,0,0,['MRS' 'TS' 'MS'],Apartment,1,1,1,6000-8000,8000,[]
Brian Butler,M,226745543,2001-04-01,Freshman,Mason Gross School of the Arts,0,0,['RA' 'WS' 'MH'],Apartment,1,0,1,8000-11000,11000,[]
Nicole Wallace,F,692067528,2005-09-21,Freshman,School of Communication and Information,0,1,['RA' 'BS' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Amber Vazquez,F,397901000,2005-05-16,Freshman,School of Management and Labor Relations,0,0,['RA' 'MH' 'BS'],Apartment,1,1,1,8000-11000,11000,[]
Joseph Owens,M,616619210,2002-03-17,Freshman,School of Communication and Information,0,1,['BS' 'AH' 'MH'],Apartment,1,1,1,6000-8000,7000,[]
Anthony Gill,M,897850573,2005-05-03,Sophomore,School of Social Work,0,0,['CS' 'WS' 'TS'],Suite,1,1,1,4000-6000,6000,[]
Travis Bradley,M,652131534,2003-04-27,Sophomore,School of Engineering,0,0,['CS' 'MRS' 'NCA'],Apartment,1,1,1,4000-6000,6000,[]
Matthew Olson,M,669588687,2002-09-26,Freshman,School of Engineering,0,1,['SA' 'MZH' 'WS'],Apartment,1,1,1,4000-6000,5000,[]
Douglas Fisher,M,780123346,2005-12-20,Sophomore,School of Communication and Information,0,0,['NCA' 'SA' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Christopher Day,M,183243380,2001-08-07,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Apartment,1,1,1,6000-8000,8000,[]
Melissa Todd,F,624868569,2003-10-29,Junior,Mason Gross School of the Arts,0,0,['MZH' 'RA' 'WS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
James Johnson,M,491347161,2006-01-27,Junior,School of Environmental and Biological Sciences,0,1,['JS' 'WS' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Katelyn Bryan,F,310672602,2003-04-27,Freshman,Mason Gross School of the Arts,0,0,['AH' 'BH' 'BS'],Traditional Residence Hall,1,0,1,6000-8000,8000,[]
Madison Mills,F,158940377,2005-04-23,Sophomore,School of Engineering,0,1,['SA' 'CS' 'NCA'],Suite,1,1,0,4000-6000,5000,[]
Ashley Mccann,F,800382176,2006-06-22,Sophomore,School of Arts and Sciences,1,1,['JS' 'SA' 'MH'],Apartment,1,0,0,8000-11000,10000,[]
Jeffrey Singleton,M,712170720,2002-05-12,Sophomore,School of Communication and Information,0,1,['BS' 'CS' 'MZH'],Apartment,1,1,1,4000-6000,5000,[]
